LOCID,LOC_with_putative_gene_name
LOC121417954,LOC121417954:none
LOC121418366,LOC121418366:C14orf159L
LOC121418367,LOC121418367:Daple
LOC121418368,LOC121418368:Ccdc104
LOC121418369,LOC121418369:Smekh1
LOC121418370,LOC121418370:Mad2l1bp
LOC121418371,LOC121418371:Frmd8
LOC121418373,LOC121418373:Bhmt
LOC121418374,LOC121418374:Bhmt2
LOC121418376,LOC121418376:Slc29a1
LOC121418375,LOC121418375:Hypp-1226
LOC121418377,LOC121418377:none
LOC121418378,LOC121418378:Diexf
LOC121418379,LOC121418379:Pp5c
LOC121418381,LOC121418381:Tmem62
LOC121418382,LOC121418382:Dicer
LOC121418383,LOC121418383:Bckdha
LOC121418385,LOC121418385:Rad51
LOC121417958,LOC121417958:none
LOC121418386,LOC121418386:DppdL-1
LOC121418387,LOC121418387:Kcnk10
LOC121418388,LOC121418388:Kcnk5-1
LOC121418390,LOC121418390:Abcb10A
LOC121418392,LOC121418392:Eapp
LOC121418391,LOC121418391:Snx6-1
LOC121417959,LOC121417959:none
LOC121418394,LOC121418394:none
LOC121418393,LOC121418393:C6orf211
LOC121418395,LOC121418395:none
LOC121418397,LOC121418397:Tp53bp2L
LOC121418399,LOC121418399:none
LOC121418400,LOC121418400:Polh
LOC121418401,LOC121418401:Rasgrp3
LOC121418048,LOC121418048:Tp53bp2L
LOC121418402,LOC121418402:none
LOC121418403,LOC121418403:Psmc6
LOC121418406,LOC121418406:Hypp-960
LOC121418407,LOC121418407:Wdr25
LOC121418409,LOC121418409:Mrck
LOC121418413,LOC121418413:Drap1
LOC121418051,LOC121418051:Xdh-1
LOC121418414,LOC121418414:Xdh-1
LOC121418415,LOC121418415:Xdh-1
LOC121418416,LOC121418416:none
LOC121418417,LOC121418417:Galnt7-1
LOC121418418,LOC121418418:Xdh-2
LOC121418419,LOC121418419:Fermth3
LOC121418420,LOC121418420:none
LOC121418421,LOC121418421:none
LOC121418422,LOC121418422:Tdrd9
LOC121418423,LOC121418423:Hif2a
LOC121418424,LOC121418424:none
LOC121418425,LOC121418425:Atg2bL
LOC121418427,LOC121418427:Hypp-1432
LOC121418426,LOC121418426:Gpatch2
LOC121418052,LOC121418052:AsrgL1
LOC121418429,LOC121418429:Mekkk5
LOC121418430,LOC121418430:NA
LOC121418431,LOC121418431:Slc10a2-5
LOC121418432,LOC121418432:Rbm14
LOC121418433,LOC121418433:Degs2
LOC121418435,LOC121418435:Hypp-115
ribo-LOC121418438,ribo-LOC121418438:none
LOC121418439,LOC121418439:Dlc2
LOC121418440,LOC121418440:Z63
LOC121418441,LOC121418441:Z63
LOC121418443,LOC121418443:Mark3
LOC121418445,LOC121418445:Xrcc3
LOC121418446,LOC121418446:Rab3gap2
LOC121418447,LOC121418447:NA
LOC121418449,LOC121418449:Hypp-2209
LOC121418451,LOC121418451:Rbks
LOC121418452,LOC121418452
LOC121418454,LOC121418454:Hypp-801
LOC121418455,LOC121418455:Vmd2l
LOC121418457,LOC121418457:Wdr74
LOC121418456,LOC121418456:Ubr2
LOC121417964,LOC121417964:Rpp14
LOC121418460,LOC121418460:C20orf12L-2
LOC121418461,LOC121418461:PapL1
LOC121417965,LOC121417965:Hao1-4
LOC121418463,LOC121418463:Hao1-1
LOC121418464,LOC121418464:Srbd1
LOC121418465,LOC121418465:Klraq1
LOC121418466,LOC121418466:none
LOC100500774,LOC100500774:FoxN2/3
LOC121418467,LOC121418467:Gnpat
LOC121418469,LOC121418469:Unk-85
LOC121418470,LOC121418470:Kat5
LOC121418471,LOC121418471:Polr3f
LOC121418473,LOC121418473:Gatm
LOC121418474,LOC121418474:Pcsk2
LOC121418475,LOC121418475:Slc13a3
LOC121418477,LOC121418477:Slc13a3
LOC121418479,LOC121418479:none
LOC121418480,LOC121418480:FibB
LOC121418481,LOC121418481:Cyp3L7
LOC121418483,LOC121418483:Vps54
LOC121418484,LOC121418484:Nova1
LOC121418486,LOC121418486:Nova1
LOC121418487,LOC121418487:none
LOC121418488,LOC121418488:Rab4
LOC121418489,LOC121418489:Cts10
LOC121418490,LOC121418490:Cts10
LOC121418493,LOC121418493:Fam161aL
LOC121418494,LOC121418494:Hectd1
LOC121418497,LOC121418497:EgfiiiL-1
LOC121418498,LOC121418498:EgfiiiL-1
LOC121418499,LOC121418499:Papol
LOC121418500,LOC121418500:Calm2
LOC121418505,LOC121418505:CalmL1
LOC121418503,LOC121418503:none
LOC121418504,LOC121418504:Hypp-845
LOC121418506,LOC121418506:Ppp1r36
LOC121418507,LOC121418507:Pkd
LOC121418510,LOC121418510:Psf2-1
LOC121418508,LOC121418508:Ccdc97
LOC121418511,LOC121418511:Desi2
LOC121418512,LOC121418512:none
LOC121418513,LOC121418513:Apa
LOC121418515,LOC121418515:Psme4
LOC121418517,LOC121418517:Acyp1
LOC121418516,LOC121418516:Eif3k
LOC121418521,LOC121418521:Kctd3-1
LOC121418522,LOC121418522:Zdhhc24-1
LOC121418523,LOC121418523:Brox
LOC121418524,LOC121418524:Hypp-1188
LOC121418525,LOC121418525:none
LOC121418526,LOC121418526:Nr1h6b
LOC121418530,LOC121418530:Tmem63b
LOC121418531,LOC121418531:Slc16a7L-1
LOC121418532,LOC121418532:Slc16a7L-1
LOC121418537,LOC121418537:Lystr
LOC121418538,LOC121418538:Sipp1
LOC121418540,LOC121418540:CycK
LOC121418541,LOC121418541:Ttc13
LOC121418542,LOC121418542:Mapkkk9-1
LOC121417970,LOC121417970:Map3k9L
LOC121418544,LOC121418544:Pcnx-1
LOC121418547,LOC121418547:Tmem26-3
LOC121418545,LOC121418545:Exo1
LOC121418548,LOC121418548:Cpped1L1
LOC121418549,LOC121418549:Cpped1L2
LOC121418550,LOC121418550:Kcnh1
LOC121418551,LOC121418551:SmocL
LOC121418552,LOC121418552:Dnajhc4L
LOC121418554,LOC121418554:Crtac1
LOC121418555,LOC121418555:Mthfd1
LOC121418556,LOC121418556:Traf3
LOC121418557,LOC121418557:Bbox1-3
LOC121418558,LOC121418558:Socs4/5
LOC121418559,LOC121418559:Aldh6a1
LOC121418561,LOC121418561:Redt-Aldo/Keta
LOC121418560,LOC121418560:Sympk
LOC121418565,LOC121418565:none
LOC121418568,LOC121418568:Tpcn3
LOC121418569,LOC121418569:Isca2
LOC121418570,LOC121418570:Pkce
LOC121418572,LOC121418572:none
LOC121418574,LOC121418574:Ndufaf1
LOC121418575,LOC121418575:none
LOC121418573,LOC121418573:none
LOC121418577,LOC121418577:Gcsa
LOC121418578,LOC121418578:Disp
LOC121418580,LOC121418580:Hhipl
LOC121418582,LOC121418582:Tmem179L2
LOC121418581,LOC121418581:Mta1
LOC121418583,LOC121418583:Dync1h1-2
LOC121418585,LOC121418585:Calpain-1
LOC121418586,LOC121418586:Ppm1a/b
LOC121418588,LOC121418588:Thada
LOC121418589,LOC121418589:Pyg
LOC121418593,LOC121418593:Birc6
LOC121418594,LOC121418594:Btbd7
LOC121418595,LOC121418595:Ppil5
LOC121418596,LOC121418596:Birc6
LOC121418597,LOC121418597:Mia3
LOC121418598,LOC121418598:Pellino
LOC121418600,LOC121418600:Nr1h6c
LOC121418601,LOC121418601:Dpf2
LOC121418602,LOC121418602:Pnpt1
LOC121418604,LOC121418604:Mosc2-2
LOC121418605,LOC121418605:Tmem87a
LOC121418607,LOC121418607:Parp1
LOC121418609,LOC121418609:Lrpprc
LOC121418610,LOC121418610:none
LOC121418611,LOC121418611:Ppp2AdirsB56
LOC121418613,LOC121418613:Psma6
LOC121418614,LOC121418614:ASRGL1
LOC121418616,LOC121418616:Hypp-2699
LOC121418618,LOC121418618:QpctlL
LOC121418620,LOC121418620:Nrde2
LOC121418623,LOC121418623:Hypp-2461
LOC121417975,LOC121417975:none
LOC121418625,LOC121418625:Yif1B
LOC121418624,LOC121418624:Man2b2
LOC121418626,LOC121418626:Hypp-104
LOC121418627,LOC121418627:Hypp-104
LOC121418628,LOC121418628:none
LOC121418630,LOC121418630:Tydp1
LOC121417976,LOC121417976:B9d2
LOC121418066,LOC121418066:Rbm34L
LOC121418633,LOC121418633:Slc3a1
LOC121418634,LOC121418634:Slc3a1-1
LOC121418637,LOC121418637:Gmfb
LOC121418638,LOC121418638:Clspnh
LOC121418639,LOC121418639:Slc38a3
LOC121418643,LOC121418643:Lin52
LOC121418640,LOC121418640:Slc29a3L
LOC121418644,LOC121418644:Efcab8
LOC121418645,LOC121418645:Cript
LOC121418646,LOC121418646:Wdr22
LOC121418647,LOC121418647:Actinin
LOC121418649,LOC121418649:Dak
LOC121418652,LOC121418652:Snw1
LOC121418654,LOC121418654:Srf
LOC121418655,LOC121418655:Syne1
LOC121418074,LOC121418074:Syne1
LOC121418657,LOC121418657:Pdcd2
LOC121418658,LOC121418658:none
LOC121418659,LOC121418659:KnkL
LOC121418664,LOC121418664:C10orf112
LOC121418665,LOC121418665:Hypp2745
LOC121418666,LOC121418666:C10orf112
LOC121418075,LOC121418075:Fancm
LOC121418668,LOC121418668:none
LOC121418669,LOC121418669:Ahsah1
LOC121418671,LOC121418671:Usp34-1
LOC121418670,LOC121418670:Usp34-1
LOC121418672,LOC121418672:Gtpbp2
LOC121418076,LOC121418076:Hypp-155
LOC121418675,LOC121418675:C14orf145L
LOC121418681,LOC121418681:none
LOC121418682,LOC121418682:Slc16a7-2
LOC121418683,LOC121418683:YP30/FascL-5
LOC121418685,LOC121418685:SNAP25
LOC121418686,LOC121418686:Zfp106L
LOC121418687,LOC121418687:Elft
LOC121418688,LOC121418688:NA
LOC121418690,LOC121418690:Hypp-409
LOC121418691,LOC121418691:Slc39a9
LOC121418692,LOC121418692:Btbd5
LOC121418693,LOC121418693:Hyd
LOC121418694,LOC121418694:Cyp2L4
LOC121418695,LOC121418695:Calpain
LOC121418696,LOC121418696:Hypp-2654
LOC121418699,LOC121418699:Ganab-1
LOC121418698,LOC121418698:Nvll
LOC121418700,LOC121418700:Ef1bg
LOC121418701,LOC121418701:AhnakL
LOC121418707,LOC121418707:Hypp-1884
LOC121418708,LOC121418708:none
LOC121418709,LOC121418709:CnBsi1
LOC121418711,LOC121418711:none
LOC121418712,LOC121418712:Max
LOC121418714,LOC121418714:Sipa1L
LOC121418716,LOC121418716:Wdr27
LOC121418719,LOC121418719:Mtbpl
LOC121418721,LOC121418721:Pacs2
LOC121418722,LOC121418722:Exosc5
LOC121418724,LOC121418724:Krcp1
LOC121418725,LOC121418725:Dhx57L
LOC121418726,LOC121418726:none
LOC121418730,LOC121418730:NA
LOC121418731,LOC121418731:Zfyve21L
LOC121418732,LOC121418732:none
LOC121418733,LOC121418733:none
LOC121418734,LOC121418734:Setd3
LOC121418735,LOC121418735:Ubr7
LOC121418736,LOC121418736
LOC121418739,LOC121418739:Fut8-3
LOC121418741,LOC121418741:Fut8-3
LOC121418742,LOC121418742:Egln1
LOC121418743,LOC121418743:none
LOC121418744,LOC121418744:Klhdc3
LOC121418746,LOC121418746
LOC121418747,LOC121418747:Ckb
LOC121418748,LOC121418748:Polr2i
LOC121418750,LOC121418750:Fha
LOC121418751,LOC121418751:Nat12
LOC121418752,LOC121418752:Galnt7
LOC121418753,LOC121418753:Slinky
LOC121418754,LOC121418754:C4orf29L
LOC121418755,LOC121418755:Galnt7-2
LOC121417984,LOC121417984:AsrgL1
LOC121418759,LOC121418759:Ttbk
LOC121418760,LOC121418760:HspC152l
LOC121418762,LOC121418762:Fra2
LOC121418079,LOC121418079:Adrb2L-13
LOC121418764,LOC121418764:none
LOC121418763,LOC121418763:Bpnt1
LOC121418766,LOC121418766:Sarmr4
LOC121418769,LOC121418769:Ccdc135
LOC121418767,LOC121418767:Ttc27
LOC121418770,LOC121418770:Hs3st2
LOC121418771,LOC121418771:Hs3st2
LOC121418772,LOC121418772:Otubl
LOC121418773,LOC121418773:Fez2
LOC121418774,LOC121418774:none
LOC121418776,LOC121418776:Fk506bp2
LOC121418777,LOC121418777:Lsm3
LOC121418778,LOC121418778:Sfrs6
LOC121418779,LOC121418779:Inoc1
LOC121418780,LOC121418780:Chac
LOC446219,LOC446219:Delta
LOC121418783,LOC121418783:Fam120bL
LOC121418784,LOC121418784:none
LOC121418781,LOC121418781:Bbs6
LOC121417986,LOC121417986:none
LOC121418785,LOC121418785:Neurx
LOC121418786,LOC121418786:Lycat-1
LOC121418788,LOC121418788:Tyr
LOC121418789,LOC121418789:If5
LOC121418790,LOC121418790:Klc
LOC121418791,LOC121418791:Men1
LOC121418792,LOC121418792
LOC121418793,LOC121418793:Kiaa0391L
LOC121418794,LOC121418794:Slc35b2
LOC121418795,LOC121418795:Ech1
LOC121418796,LOC121418796:none
LOC121418797,LOC121418797:Hnrpul1
LOC121418798,LOC121418798:Hypp-2611
LOC121418799,LOC121418799:Gcf1
LOC121418800,LOC121418800:EmapL4
LOC121418801,LOC121418801:none
LOC121418803,LOC121418803:Srp54
LOC121418804,LOC121418804:Srp54
LOC121418805,LOC121418805:Form2h
LOC121418806,LOC121418806:Slc24a3
LOC121418807,LOC121418807:Dtd1h
LOC121418811,LOC121418811:NA
LOC121418813,LOC121418813:Gal/lec3
LOC121418812,LOC121418812:Zfyve26
LOC121418814,LOC121418814:Hypp-1654
LOC121417988,LOC121417988:none
LOC121418815,LOC121418815:Cpsf-100kDa
LOC121418816,LOC121418816:Phyh
LOC121418818,LOC121418818:Ston2
LOC121418819,LOC121418819:GtfIIA1
LOC121418083,LOC121418083:Tsh-r
LOC121418822,LOC121418822:CalmL2
LOC121418823,LOC121418823:CalmL2
LOC121418824,LOC121418824:none
LOC121418828,LOC121418828:Ptpn14/21
LOC121418830,LOC121418830:Ptss1L
LOC121418831,LOC121418831:Hypp-3000
LOC121418832,LOC121418832:Hypp-2210
LOC121418837,LOC121418837:Agrin/Nt
LOC121418839,LOC121418839:Slc5a12-2
LOC121418840,LOC121418840:Slc5a12-2
LOC121418841,LOC121418841:NA
LOC121418843,LOC121418843:Esf1
LOC121418844,LOC121418844:Hypp-921
LOC121418845,LOC121418845:Fut4-7
ribo-LOC121418846,ribo-LOC121418846:none
LOC121418847,LOC121418847:C20orf7L
LOC121418851,LOC121418851:Srd5a1
ribo-LOC121418852,ribo-LOC121418852:Rskl
LOC121418854,LOC121418854:Scfd1
LOC121418855,LOC121418855:Mtvr2l
LOC121418856,LOC121418856:CacTta1Hs
LOC121418857,LOC121418857:Dnajhc17
LOC121418858,LOC121418858:Klhl2-2
LOC121418861,LOC121418861:Pap
LOC121418863,LOC121418863:Golga5
LOC121418865,LOC121418865:Napa
LOC121418864,LOC121418864:Catsper1
LOC121418866,LOC121418866:Hypp-2714
LOC121418867,LOC121418867:Mok1
LOC121417991,LOC121417991:none
LOC121418868,LOC121418868:none
LOC121418869,LOC121418869:Tmem26-5
LOC121418871,LOC121418871:none
LOC121418875,LOC121418875:Sirt2
LOC121418878,LOC121418878:SerpL3
LOC121418877,LOC121418877:SerpL3
LOC121418880,LOC121418880:Txndc
LOC121418881,LOC121418881:Vps39
LOC121418883,LOC121418883:Sptbn
LOC121418884,LOC121418884:Rcor
LOC121417992,LOC121417992
LOC121418885,LOC121418885:Sfrs16-1
LOC121418887,LOC121418887:Six1/2
LOC121418892,LOC121418892:Six3
LOC121418894,LOC121418894:Bcl11L
LOC121418895,LOC121418895:Rej9
LOC121418898,LOC121418898:Tbcc
LOC121418897,LOC121418897:Ars-3
LOC121418900,LOC121418900
LOC121417996,LOC121417996:PlbL-1
LOC121418902,LOC121418902:Phlpb-2
LOC121418903,LOC121418903:Mocs1-1
LOC121418905,LOC121418905:Hypp-210
LOC121418906,LOC121418906:AmnL
LOC121418907,LOC121418907:Pole2
LOC121418908,LOC121418908:Ero1L
LOC121418909,LOC121418909:Ero1L
LOC121418910,LOC121418910:C19orf47L
LOC121418911,LOC121418911:Ehd1
LOC121418912,LOC121418912:none
LOC121418913,LOC121418913:Rnf8
LOC121418916,LOC121418916:none
LOC121418915,LOC121418915:Slc35a1-1
LOC121418917,LOC121418917:Ak7
LOC121418918,LOC121418918:Rab1
LOC121418919,LOC121418919:Eph-1
LOC121418921,LOC121418921:HhatL
LOC121418922,LOC121418922:Hypp-1002
LOC121418092,LOC121418092:PtprW2
LOC121418924,LOC121418924:Xdh
LOC121418927,LOC121418927:Ttll6L
LOC121418928,LOC121418928:Cpa3L
LOC121418929,LOC121418929:Loc201475
LOC121418930,LOC121418930:Cdan1L
LOC121418931,LOC121418931:Cep170L
LOC121418935,LOC121418935:none
LOC121418933,LOC121418933:none
LOC121418934,LOC121418934:Mudeng
LOC121418937,LOC121418937:none
LOC121418936,LOC121418936:Rab32l
LOC121418938,LOC121418938:Timm9
LOC121418939,LOC121418939:Slc7a11-2
LOC121418940,LOC121418940:Talpid3-1
LOC121418942,LOC121418942:Talpid3
LOC121418945,LOC121418945:Map1a/1B-Lc3L2
LOC121418946,LOC121418946:Pigf
LOC121418947,LOC121418947:Odadc1L
LOC121418098,LOC121418098:Tbce
LOC121418950,LOC121418950:Strn
LOC121418951,LOC121418951:Nup210
LOC121418953,LOC121418953:Bub1
LOC121418954,LOC121418954:Mbip
LOC121418959,LOC121418959:Angel
LOC121418961,LOC121418961:Syt14
LOC121418963,LOC121418963:Lrrc57L
LOC121418970,LOC121418970:Katnbl1
LOC121418971,LOC121418971:Gltscr2L
LOC121418973,LOC121418973:Gltscr2L
LOC121418975,LOC121418975:Churc1
LOC121418976,LOC121418976:Kcnk10-1
LOC121418977,LOC121418977:Mapkbp1L
LOC121418978,LOC121418978:Srr-2
LOC121418979,LOC121418979:Ttc7b
ribo-LOC121418982,ribo-LOC121418982:Drps27a
LOC121418984,LOC121418984:Mtif2L2
LOC121418983,LOC121418983:PrepL
LOC121418985,LOC121418985:Rpb7
LOC121418987,LOC121418987:Nudt22
LOC121418988,LOC121418988:none
LOC121418989,LOC121418989:DtL-2
LOC121418991,LOC121418991:Ints7
LOC121418992,LOC121418992:Mapkk1ip1
LOC121418995,LOC121418995:Slc16
LOC121418997,LOC121418997:Slc16
LOC121418996,LOC121418996:Xrn2-1
LOC121419000,LOC121419000:Nkx2-2
LOC121419001,LOC121419001:B3gat3
LOC121419003,LOC121419003:none
LOC121419005,LOC121419005:NA
LOC121419008,LOC121419008:CalmL1
LOC121419009,LOC121419009:Hypp-2012
LOC121419015,LOC121419015:Tasp1
LOC121418004,LOC121418004:none
LOC121419016,LOC121419016:Cog2
LOC121419017,LOC121419017:none
LOC121419019,LOC121419019:B3gat3
LOC121419021,LOC121419021:none
LOC121419025,LOC121419025:CalmL2
LOC121419028,LOC121419028:Kif1BL1
LOC121419029,LOC121419029:Hypp-2677
LOC121419030,LOC121419030:Brms1L
LOC121419031,LOC121419031:Wdr81
LOC121419032,LOC121419032:Cfln
LOC121419035,LOC121419035:Radr-1
LOC121419036,LOC121419036:Kif6
LOC121419037,LOC121419037:Fic3
LOC121419038,LOC121419038:Dhtkd1
LOC121419040,LOC121419040:none
LOC121419039,LOC121419039
LOC121419042,LOC121419042:Err
LOC121419044,LOC121419044:Tmem62-1
LOC121419045,LOC121419045:Trappc6B
LOC121419046,LOC121419046:Cry/dash
LOC121419047,LOC121419047:Hypp-90
LOC121419048,LOC121419048:Aqrh
ribo-LOC121419049,ribo-LOC121419049:Ugt1L-11
LOC121419050,LOC121419050:Glyphp3
LOC121419051,LOC121419051:Hnrpl
LOC121419053,LOC121419053:Glbn
LOC121419054,LOC121419054:Pomt2
LOC121419055,LOC121419055:Slco5a1
LOC121419056,LOC121419056:none
LOC121418108,LOC121418108:Sec23a
LOC121419058,LOC121419058:Sec23a
LOC121419059,LOC121419059:none
LOC121419062,LOC121419062:none
LOC121419063,LOC121419063:none
LOC121419065,LOC121419065:Crebzf
LOC121419071,LOC121419071:NA
LOC121418112,LOC121418112:Hypp-419
LOC121419072,LOC121419072:C20orf72L
LOC121419073,LOC121419073:NA
LOC121419074,LOC121419074:Ddhd1
LOC121419077,LOC121419077:Daam1
LOC121419078,LOC121419078:none
LOC121419079,LOC121419079:Unk-97
LOC121419081,LOC121419081:Nr2dbd
LOC121419082,LOC121419082:Na/Cae
LOC121418113,LOC121418113:Na/Cae
LOC121419083,LOC121419083:Atpbd4
LOC121419085,LOC121419085:Cd38
LOC121419086,LOC121419086:Ccdc61
LOC121419087,LOC121419087:none
LOC121419088,LOC121419088:Glrx5
LOC121419089,LOC121419089:Exoc5
LOC121419090,LOC121419090:Hypp-1124
LOC121419091,LOC121419091:Hypp-1124
LOC121419094,LOC121419094:Tada2b
LOC121419093,LOC121419093:Med17-1
LOC121419096,LOC121419096:NA
ribo-LOC121419097,ribo-LOC121419097:Msk-1
LOC121419099,LOC121419099:NA
LOC121419100,LOC121419100:Mocs3
LOC121419101,LOC121419101:Armc9-2
LOC121419102,LOC121419102:Itpkb
LOC121419104,LOC121419104:Btbd9
LOC121419105,LOC121419105:L2hgdh
LOC121419108,LOC121419108:Dlg1L
LOC121419109,LOC121419109:ScavrBIIIL
LOC121419113,LOC121419113:Spata17
LOC121419114,LOC121419114:Lrrc9
LOC121419115,LOC121419115:Zinc318L
LOC121419116,LOC121419116:Xpo5
LOC121419117,LOC121419117:Dyn2-lic
LOC121419121,LOC121419121:C2orf63L
LOC121419120,LOC121419120:Lrrc9
LOC121419122,LOC121419122:Cdkl1
LOC121419124,LOC121419124:LshmanlsnL-1
LOC121419125,LOC121419125:Actr10h
LOC121419126,LOC121419126:Hypp-858
LOC121419128,LOC121419128:none
LOC121419129,LOC121419129:AktL1
LOC121419131,LOC121419131:Haao
LOC121419132,LOC121419132:Comt
LOC121419133,LOC121419133:Ppp1cb
LOC121419134,LOC121419134:Ttc18
LOC121419136,LOC121419136:Kif16L
LOC121419137,LOC121419137:Eggbr1L
LOC121419138,LOC121419138:Nup133-1
LOC121419140,LOC121419140:Zfyve19
LOC121418010,LOC121418010:El1L1
LOC121419142,LOC121419142:Hypp-2749
LOC121419143,LOC121419143:Noxred1
LOC121419144,LOC121419144:Dusp10
LOC121419147,LOC121419147:CysKL
LOC121419151,LOC121419151:Slc16aL5
LOC121419153,LOC121419153:Nxf
LOC121419156,LOC121419156:Cyp3L4
LOC121419157,LOC121419157:Cyp3L4
LOC121419158,LOC121419158:none
LOC121418122,LOC121418122:NA
LOC121419162,LOC121419162:Fam179b-2
LOC121419163,LOC121419163:Tmem179L
LOC121419164,LOC121419164:Fh1
LOC121419165,LOC121419165:Wdr92
LOC121419166,LOC121419166:Tsnax
LOC121419168,LOC121419168:Kcnk5-2
LOC121419171,LOC121419171:Gtlf3b
LOC121419172,LOC121419172:Univin
LOC446159,LOC446159:Bmp2/4
LOC121419173,LOC121419173:Fbxw7
LOC121419174,LOC121419174:Rbm25
LOC121419175,LOC121419175:Ypel5
LOC121419176,LOC121419176:Ypel5-1
LOC121419177,LOC121419177:Plekhg1
LOC121419179,LOC121419179:Pcmt1
LOC121419181,LOC121419181
LOC121419184,LOC121419184:Lpp60
LOC121419188,LOC121419188:Arg1
LOC121419189,LOC121419189:Nek9
LOC121419190,LOC121419190:Hypp-394
LOC121419191,LOC121419191:Hypp-3070
LOC121419192,LOC121419192:Hypp-517
LOC121419193,LOC121419193:Ugt1L-11
LOC121419194,LOC121419194:none
LOC121419195,LOC121419195:none
LOC121419196,LOC121419196:Hypp-454
LOC121419198,LOC121419198:Prpf39
LOC121419200,LOC121419200:Yipf4l
LOC121419201,LOC121419201:Slc25a29
LOC121419202,LOC121419202:Yy1
LOC121419203,LOC121419203:Sac
LOC121419204,LOC121419204:Cyp4VL4
LOC121419205,LOC121419205:Cyp4L3
LOC121419207,LOC121419207:Vash2
LOC121419208,LOC121419208:Acss1
LOC121419211,LOC121419211:Ccs
LOC121419212,LOC121419212:Txndc16
LOC121419213,LOC121419213:PppL-180
LOC121419217,LOC121419217:Dex1
LOC121419216,LOC121419216:Hypp-2170
LOC121419218,LOC121419218:Adck1
LOC121419219,LOC121419219:Gpx1-1
LOC121419221,LOC121419221:Ppp2r3c
LOC121419222,LOC121419222:PP2aB56e
LOC121418125,LOC121418125:Pcsk9l
LOC121419223,LOC121419223:Slc4a1ap
LOC121419224,LOC121419224:Sdccag1-2
LOC121419225,LOC121419225:C20orf3
LOC121419227,LOC121419227:Taf6ll
LOC121419228,LOC121419228:AftphL
LOC121419229,LOC121419229:none
LOC121419230,LOC121419230:Kptn
LOC121418126,LOC121418126:Pno1L2
LOC121419232,LOC121419232:Spast
LOC121419237,LOC121419237:Hypp-1399
LOC121419238,LOC121419238:Gpr51
LOC121419239,LOC121419239:Spryd3
LOC121419241,LOC121419241:none
LOC121419243,LOC121419243:Ccdc85a
LOC121419244,LOC121419244:B3gnt6
LOC121419246,LOC121419246:Ap4m1
LOC121419247,LOC121419247:Rgs7
LOC121419248,LOC121419248:Ugp2
LOC121419249,LOC121419249:Mdh1
LOC121419250,LOC121419250:Sae1
LOC121419252,LOC121419252:Bbs8
LOC121419255,LOC121419255:Rhogap11A
LOC121419256,LOC121419256:Ap2s1
LOC121419257,LOC121419257:Polr1C
LOC121419258,LOC121419258:Ptk7
LOC121419259,LOC121419259:none
LOC121419261,LOC121419261:none
LOC121419262,LOC121419262:Acbd3L
LOC121419263,LOC121419263:Dnaaf2
LOC121419264,LOC121419264:NA
LOC121419265,LOC121419265:Hsp902a1
LOC121419266,LOC121419266:TtlL
ribo-LOC121419267,ribo-LOC121419267:none
LOC121418020,LOC121418020:none
LOC121419268,LOC121419268:none
LOC121419269,LOC121419269:none
LOC121419271,LOC121419271:Wrch
LOC121419272,LOC121419272:Rpap1-2
LOC121419273,LOC121419273:Tcte1
LOC121419274,LOC121419274:NA
LOC121419276,LOC121419276:Nphp1
LOC121419277,LOC121419277:Entpd5
LOC121419278,LOC121419278:Frmd1
LOC121419279,LOC121419279:Slc46a1
LOC121419281,LOC121419281:AdcyL
LOC121419282,LOC121419282:Mcm5
LOC121419283,LOC121419283:Adck3
LOC121419284,LOC121419284:Fbxw7-1
LOC121419285,LOC121419285:B3galnt2
LOC121418021,LOC121418021:NA
LOC121418022,LOC121418022:none
LOC121419286,LOC121419286:ScyL1
ribo-LOC121419287,ribo-LOC121419287:none
LOC121419288,LOC121419288:Itpk1
LOC121419289,LOC121419289:NA
LOC121419293,LOC121419293:Pnn
LOC121419294,LOC121419294:Pnn
LOC121419298,LOC121419298:NA
LOC121419296,LOC121419296:none
LOC121419299,LOC121419299:Hypp-1408
LOC121419300,LOC121419300:Wdr43
LOC121419301,LOC121419301:C14orf45
LOC121418128,LOC121418128:none
LOC121419307,LOC121419307:none
LOC121419306,LOC121419306:NA
LOC121419308,LOC121419308:Cnih
LOC121419311,LOC121419311:Chrna7-4
LOC121419447,LOC121419447:Glo1-1
LOC121419315,LOC121419315:Zc2p1L
LOC121419316,LOC121419316:Adrb2
LOC121419317,LOC121419317:C6orf70L
LOC121419320,LOC121419320:Mipol1L
ribo-LOC121419321,ribo-LOC121419321:none
LOC121419323,LOC121419323:Dehal1
LOC121419328,LOC121419328:Slc25a21
LOC121419329,LOC121419329:Nat11
LOC121419330,LOC121419330:Sel1L
LOC121419331,LOC121419331:Hypp-1673
LOC121419333,LOC121419333:My10f
LOC121419335,LOC121419335:Cryz-2
ribo-LOC121419334,ribo-LOC121419334:C14orf169L
LOC121419336,LOC121419336:Arl11l2
LOC121419337,LOC121419337:Arl11
LOC121419340,LOC121419340:Pak7-1
LOC121419344,LOC121419344:Hypp-316
LOC121419345,LOC121419345:Mcm8
LOC121419346,LOC121419346:none
LOC121419347,LOC121419347:Atp6v1d
LOC446185,LOC446185:Tatabp
LOC121419348,LOC121419348:Kiaa0831
LOC121419349,LOC121419349:EhH2a-67
LOC121419354,LOC121419354:Nidogen
LOC121419355,LOC121419355:Cyp3L8
LOC121419356,LOC121419356:none
LOC121419357,LOC121419357:Tecpr2
LOC121419358,LOC121419358:Styx
